time_both,time_semester,time_year,Year,Hgt,Wgt,Smoke,Hand,Sibs,Birth,Exercise,Greek,TV,GPA,Award,Pulse,Pierces,Sex,Sport,Tattoo,Facebook
S06,S,06,1,72,195,Occasionally,r,3,3,18,No,5,3.2,Olympic,48,0,M,NA,NA,NA
S06,S,06,1,72,175,No,r,2,3,12,Planning,7,2.5,Olympic,75,0,M,NA,NA,NA
S06,S,06,1,71,188,No,r,4,2,14,No,20,3.25,Olympic,59,0,M,NA,NA,NA
S06,S,06,2,63,115,No,NA,2,2,6,No,12,3.4,Nobel,73,3,F,NA,NA,NA
S06,S,06,1,68,150,No,r,1,1,7,Planning,7,3.2,Olympic,63,2,F,NA,NA,NA
S06,S,06,1,70,168,No,l,1,1,14,No,1,2.9,Olympic,57,0,M,NA,NA,NA
S06,S,06,1,63,125,No,l,1,1,3,No,2,3.17,Olympic,73,7,F,NA,NA,NA
S06,S,06,1,66,115,No,r,2,2,8,No,8,2.5,Olympic,68,0,F,NA,NA,NA
S06,S,06,1,74,190,No,r,2,3,10,No,2,2.5,Nobel,63,0,M,NA,NA,NA
S06,S,06,1,63,126,No,r,1,2,7,No,14,3.21,Nobel,69,2,F,NA,NA,NA
S06,S,06,1,65,175,No,r,1,1,14,No,5,3.4,Olympic,61,0,M,NA,NA,NA
S06,S,06,1,62,175,No,r,1,2,3,No,2,3,Nobel,74,5,F,NA,NA,NA
S06,S,06,1,71,200,No,r,0,1,6,No,5,3.25,Olympic,NA,0,M,NA,NA,NA
S06,S,06,1,71,160,No,r,1,1,15,No,3,3,Olympic,64,0,M,NA,NA,NA
S06,S,06,1,67,125,No,r,1,1,10,Planning,6,3,Academy,68,5,F,NA,NA,NA
S06,S,06,1,70,167,No,r,1,2,12,NA,1,2,Olympic,78,0,M,NA,NA,NA
S06,S,06,1,72,165,No,r,2,2,15,No,6,3.6,Olympic,90,3,F,NA,NA,NA
S06,S,06,1,65,175,No,r,1,1,14,No,5,3.4,Olympic,61,0,M,NA,NA,NA
S06,S,06,1,84,135,No,r,0,1,4,No,0,3.3,Nobel,60,2,F,NA,NA,NA
S06,S,06,1,69,190,No,l,1,1,20,No,1,2.5,Olympic,61,0,M,NA,NA,NA
S06,S,06,1,72,195,No,r,2,3,12,No,3,2.7,Olympic,65,0,M,NA,NA,NA
S06,S,06,4,70,170,No,r,2,1,7,No,2,3.3,Olympic,67,4,F,NA,NA,NA
S06,S,06,3,72,170,No,l,1,1,5,Yes,2,3.5,Nobel,60,0,M,NA,NA,NA
S06,S,06,1,54,123,No,r,2,2,10,No,1,2.9,Olympic,32,2,F,NA,NA,NA
S06,S,06,1,68,134,No,r,3,3,10,Planning,4,3.4,Olympic,51,2,F,NA,NA,NA
S06,S,06,1,74,130,No,r,1,1,6,No,3,3.2,Nobel,52,5,F,NA,NA,NA
S06,S,06,1,74,130,No,r,1,1,6,No,3,3.2,Nobel,62,5,F,NA,NA,NA
S06,S,06,1,72,228,No,r,2,2,4,No,2,3.12,Academy,96,0,M,NA,NA,NA
S06,S,06,3,70,160,No,r,1,1,1,No,9,3.5,Nobel,102,0,M,NA,NA,NA
S06,S,06,2,73,180,No,r,3,1,15,No,7,2.97,Olympic,57,0,M,NA,NA,NA
S06,S,06,3,67,123,No,r,1,2,12,Yes,12,3.2,Olympic,82,5,F,NA,NA,NA
S06,S,06,4,62,128,No,r,0,1,5,No,1,3.46,Academy,61,5,F,NA,NA,NA
S06,S,06,2,67,145,No,r,1,1,7,No,2,2.4,Olympic,42,0,M,NA,NA,NA
S06,S,06,1,55,125,No,l,2,1,8,No,3,2.87,Olympic,52,10,F,NA,NA,NA
S06,S,06,1,74,165,No,r,2,1,5,No,20,NA,Nobel,70,0,M,NA,NA,NA
S06,S,06,3,68,185,No,r,0,1,5,No,5,3,Nobel,53,0,M,NA,NA,NA
S06,S,06,1,65,145,No,r,1,2,18,No,3,3.34,Olympic,61,0,F,NA,NA,NA
S06,S,06,1,74,205,No,l,0,1,18,No,3,3.25,Olympic,62,0,M,NA,NA,NA
S06,S,06,1,68,155,No,l,2,2,2,No,1,3.7,Nobel,80,0,M,NA,NA,NA
S06,S,06,2,62,108,No,r,1,2,4,Yes,20,3.85,Nobel,67,3,F,NA,NA,NA
S06,S,06,2,67,145,No,l,2,2,8,No,2,3.33,Nobel,74,4,F,NA,NA,NA
S06,S,06,2,67,174,No,r,4,2,20,No,2,3.4,Olympic,65,2,F,NA,NA,NA
S06,S,06,2,62,130,No,r,2,1,0.5,No,2,3.62,Nobel,74,2,F,NA,NA,NA
S06,S,06,1,62,130,No,r,2,2,12,No,4,3.85,Nobel,72,3,F,NA,NA,NA
S06,S,06,2,70,128,No,r,4,4,5,No,0,2.7,Nobel,NA,2,F,NA,NA,NA
S06,S,06,1,69,170,No,r,3,4,20,No,3,2.75,Olympic,71,2,F,NA,NA,NA
S06,S,06,1,63,115,No,l,1,2,4,No,2,3.4,Olympic,69,2,F,NA,NA,NA
S06,S,06,1,64,115,No,r,1,1,5,No,1,3.75,Nobel,61,2,M,NA,NA,NA
S06,S,06,2,67,125,No,r,0,1,14,Planning,0,3.4,Olympic,63,2,F,NA,NA,NA
S06,S,06,2,71,200,Occasionally,r,2,1,17,No,6,3,Academy,43,0,M,NA,NA,NA
S06,S,06,1,NA,150,No,r,2,2,5,No,0,3.22,Nobel,58,0,M,NA,NA,NA
S06,S,06,1,63,120,No,r,2,2,1,No,3,3.67,Academy,72,2,F,NA,NA,NA
S06,S,06,2,70,185,No,r,2,1,15,No,20,3.5,Olympic,64,0,M,NA,NA,NA
S06,S,06,2,73,190,No,l,2,3,6,No,20,2.6,Academy,85,0,M,NA,NA,NA
S06,S,06,4,73,200,No,r,1,2,6,Yes,3,3.55,Nobel,77,0,M,NA,NA,NA
S06,S,06,2,62,115,No,l,2,1,5,No,5,3.45,Olympic,71,2,F,NA,NA,NA
S06,S,06,2,66,155,No,r,2,3,7,No,2,3.2,Nobel,70,5,F,NA,NA,NA
S06,S,06,1,66,120,No,r,2,1,5,No,6,2.64,Olympic,64,4,F,NA,NA,NA
S06,S,06,2,66,115,No,r,2,2,10,Yes,3,3.58,Olympic,54,2,F,NA,NA,NA
S06,S,06,2,67,145,No,r,3,2,6,No,1,3.7,Nobel,88,2,F,NA,NA,NA
S06,S,06,3,68,165,No,r,1,2,18,No,3,3,Olympic,66,3,F,NA,NA,NA
S06,S,06,1,65,125,No,r,0,1,2,No,5,3.64,Nobel,89,3,F,NA,NA,NA
S06,S,06,1,62,120,No,r,1,1,5,No,2,3.33,Nobel,60,3,F,NA,NA,NA
S06,S,06,1,63,NA,Occasionally,r,1,1,1,No,4,3.6,Nobel,76,2,F,NA,NA,NA
S06,S,06,2,67,145,No,l,0,1,5,No,3,2.8,Nobel,76,9,F,NA,NA,NA
S06,S,06,2,72,220,Regular,r,0,1,8,No,4,2.95,Olympic,78,NA,M,NA,NA,NA
S06,S,06,2,64,145,No,r,2,1,3,Planning,4,3.3,Nobel,75,2,F,NA,NA,NA
S06,S,06,1,68,130,No,r,1,2,2,No,1,3.78,Nobel,72,2,F,NA,NA,NA
S06,S,06,4,72,185,No,r,1,2,12,No,1,3.71,Nobel,90,0,M,NA,NA,NA
S06,S,06,2,NA,132,No,r,1,2,8,Yes,2,3.75,Olympic,68,7,F,NA,NA,NA
S06,S,06,4,67,145,No,r,1,1,4,Yes,15,3.61,Nobel,76,2,F,NA,NA,NA
S06,S,06,4,62,NA,No,r,3,3,8,Yes,2,3.4,Olympic,76,4,F,NA,NA,NA
S06,S,06,1,63,102,No,r,0,1,18,No,1,3.2,Olympic,81,2,F,NA,NA,NA
S06,S,06,1,72,170,Occasionally,r,2,3,15,No,3,2.7,Olympic,66,1,M,NA,NA,NA
S06,S,06,2,64,NA,No,r,2,1,5,No,5,3.14,Nobel,87,4,F,NA,NA,NA
S06,S,06,1,67,140,No,r,3,2,5,No,5,3.2,Academy,67,2,F,NA,NA,NA
S06,S,06,1,67,145,No,r,1,2,7,No,1,3.5,Olympic,68,3,F,NA,NA,NA
S06,S,06,1,63,130,No,r,3,4,7,Planning,3,3.55,Olympic,60,7,F,NA,NA,NA
S06,S,06,1,72,110,Occasionally,r,0,1,3,No,5,2.8,Nobel,69,0,M,NA,NA,NA
S06,S,06,4,66,150,Regular,r,2,1,2,No,1,3.32,Nobel,72,4,F,NA,NA,NA
S06,S,06,1,65,150,No,r,0,1,5,No,5,2.68,Nobel,77,13,F,NA,NA,NA
S06,S,06,2,65,148,Occasionally,r,2,1,3,No,7,2.8,Nobel,65,5,F,NA,NA,NA
S06,S,06,2,71,150,Occasionally,r,1,2,0,No,10,2.58,Nobel,59,0,M,NA,NA,NA
S06,S,06,1,62,NA,No,r,0,1,3,No,10,NA,Nobel,98,4,F,NA,NA,NA
S06,S,06,2,72,167,No,r,1,1,10,No,3,3.5,Olympic,60,0,M,NA,NA,NA
S06,S,06,3,64,140,No,r,2,1,3,No,10,3.5,Nobel,80,3,F,NA,NA,NA
S06,S,06,1,63,131,No,r,1,1,0,No,5,3.25,Nobel,72,2,F,NA,NA,NA
S06,S,06,4,72,200,Occasionally,r,1,1,4,Yes,4,2.8,Nobel,60,0,M,NA,NA,NA
S06,S,06,4,67,NA,Occasionally,r,1,2,NA,Yes,NA,3.5,Nobel,NA,2,F,NA,NA,NA
S06,S,06,3,72,210,No,r,1,1,4,No,4,3.1,Olympic,75,0,M,NA,NA,NA
S06,S,06,2,67,140,No,r,9,2,3,No,3,3,Academy,70,2,M,NA,NA,NA
S06,S,06,3,72,172,No,r,5,4,8,Yes,5,3,Olympic,68,0,M,NA,NA,NA
S06,S,06,1,74,165,Regular,l,2,1,4,No,4,3.25,Olympic,NA,0,M,NA,NA,NA
S06,S,06,3,73,215,No,l,1,1,12,Yes,5,2.7,Olympic,60,0,M,NA,NA,NA
S06,S,06,1,72,193,No,r,3,4,10,No,15,2.8,Olympic,82,2,M,NA,NA,NA
S06,S,06,2,71,135,Regular,r,2,2,5,No,8,2.82,Nobel,72,0,M,NA,NA,NA
S06,S,06,2,65,103,No,r,2,2,4.5,No,2,3.48,Olympic,NA,3,F,NA,NA,NA
S06,S,06,4,65,135,Occasionally,r,1,2,1,No,10,2.5,Olympic,82,4,F,NA,NA,NA
S06,S,06,1,65,126,Regular,r,1,2,4.5,No,3,2,Nobel,60,3,F,NA,NA,NA
S06,S,06,2,63,140,No,r,0,1,6,Yes,5,2.6,Academy,NA,9,F,NA,NA,NA
S06,S,06,1,71,190,No,r,1,1,20,No,2,2.3,Olympic,42,0,M,NA,NA,NA
S06,S,06,1,73,177,No,r,1,2,5,No,10,3.4,Nobel,90,0,M,NA,NA,NA
S06,S,06,1,72,200,No,r,3,3,8,No,10,2.97,Nobel,50,0,M,NA,NA,NA
S06,S,06,3,68,170,Occasionally,r,1,1,2,Yes,10,3.4,Nobel,78,0,M,NA,NA,NA
S06,S,06,1,66,104,No,r,2,1,0,No,3,3.74,Nobel,NA,2,F,NA,NA,NA
S06,S,06,1,62,127,No,l,1,1,7,No,1,3.2,Nobel,54,2,F,NA,NA,NA
S06,S,06,2,67,146,Occasionally,r,6,4,1,No,15,2.5,Nobel,47,7,F,NA,NA,NA
S06,S,06,1,76,180,No,r,2,3,12,No,9,3.2,Nobel,66,0,M,NA,NA,NA
S06,S,06,1,76,200,No,r,2,2,10,No,4,3.3,Olympic,NA,0,M,NA,NA,NA
S06,S,06,2,64,140,No,r,2,1,12,Planning,11,3,Nobel,60,5,F,NA,NA,NA
S06,S,06,1,72,160,No,r,2,1,10,No,8,2.85,Olympic,70,0,M,NA,NA,NA
S06,S,06,2,73,220,No,r,1,1,4,No,3,3,Nobel,59,0,M,NA,NA,NA
S06,S,06,4,64,NA,No,r,2,2,3,No,6,3.62,Nobel,NA,4,F,NA,NA,NA
S06,S,06,2,69,180,No,r,4,5,12,Yes,6,2.8,Nobel,80,0,M,NA,NA,NA
S06,S,06,3,67,130,No,r,1,1,10,Yes,1,3.4,Nobel,76,3,F,NA,NA,NA
S06,S,06,2,66,150,No,l,1,1,15,Yes,20,3.34,Nobel,59,5,F,NA,NA,NA
S06,S,06,1,68,203,No,r,0,1,20,No,5,2.6,Olympic,NA,0,M,NA,NA,NA
S06,S,06,1,71,205,No,r,1,1,1,No,1,3.31,Nobel,60,0,M,NA,NA,NA
S06,S,06,1,68,165,No,l,1,1,20,No,6,3.3,Olympic,60,7,F,NA,NA,NA
S06,S,06,4,60,155,Occasionally,r,1,1,2,No,3,2.7,Nobel,80,0,M,NA,NA,NA
S06,S,06,2,65,120,No,r,2,1,7,No,5,3.15,Olympic,65,11,F,NA,NA,NA
S06,S,06,1,65,124,Occasionally,r,1,1,7,No,2,3.43,Olympic,NA,0,F,NA,NA,NA
S06,S,06,1,68,160,No,r,2,3,10,No,10,3.2,Academy,76,2,M,NA,NA,NA
S06,S,06,1,72,165,No,r,2,2,12,No,1,2.8,Olympic,54,0,M,NA,NA,NA
S06,S,06,1,61,105,No,r,0,1,18,No,1,3.5,Olympic,80,6,F,NA,NA,NA
S06,S,06,2,64,135,Occasionally,r,1,1,7,Yes,4,2.98,Olympic,50,6,F,NA,NA,NA
S06,S,06,2,66,140,No,r,1,2,10,No,2,3.1,Olympic,60,2,F,NA,NA,NA
S06,S,06,3,70,170,Regular,r,2,2,10,No,4,2.8,Nobel,60,0,M,NA,NA,NA
S06,S,06,2,74,300,Regular,r,2,1,0,No,3,3.5,Nobel,90,2,M,NA,NA,NA
S06,S,06,2,70,140,No,r,1,1,1,No,1,3.48,Nobel,76,0,M,NA,NA,NA
S06,S,06,2,62,125,No,r,1,2,6,No,5,3.4,Olympic,NA,6,F,NA,NA,NA
S06,S,06,2,76,150,Regular,r,1,2,3,Yes,0,3.3,Academy,55,0,M,NA,NA,NA
S06,S,06,1,65,140,No,r,3,1,17,No,3,2.1,Olympic,62,2,F,NA,NA,NA
S06,S,06,3,68,165,No,r,2,1,3,No,20,3,Olympic,78,2,F,NA,NA,NA
S06,S,06,1,72,250,No,r,0,1,6,No,7,2.3,Nobel,74,0,M,NA,NA,NA
F06,F,06,1,66,145,No,r,2,3,1,Planning,1,NA,Nobel,80,3,F,NA,NA,NA
F06,F,06,1,68,180,No,r,2,2,4,No,10,NA,Nobel,84,2,M,NA,NA,NA
F06,F,06,2,72,165,No,r,2,2,5,No,8,2.8,Olympic,57,0,M,NA,NA,NA
F06,F,06,1,69,145,No,r,2,1,NA,No,0,NA,Olympic,65,0,M,NA,NA,NA
F06,F,06,3,75,175,Occasionally,r,0,1,3,No,4,3.2,Nobel,61,0,M,NA,NA,NA
F06,F,06,1,66,150,No,l,1,2,12,No,4,NA,Olympic,74,3,F,NA,NA,NA
F06,F,06,2,61,115,No,r,1,2,3,No,5,3.07,Olympic,78,5,F,NA,NA,NA
F06,F,06,1,74,190,No,l,1,2,2,No,0,NA,Nobel,74,0,M,NA,NA,NA
F06,F,06,2,63,104,No,r,2,1,8,No,2,3.5,Academy,71,2,F,NA,NA,NA
F06,F,06,3,67,125,No,r,5,4,2,Yes,3,3.1,Olympic,70,2,F,NA,NA,NA
F06,F,06,2,70,165,Regular,r,3,2,3,No,5,3.25,Academy,77,0,M,NA,NA,NA
F06,F,06,2,67,138,No,r,1,1,6,No,3,3.1,Olympic,58,2,F,NA,NA,NA
F06,F,06,4,68,140,No,r,0,1,6,No,5,3.6,Nobel,78,2,F,NA,NA,NA
F06,F,06,1,63,110,No,r,1,1,7,No,3,NA,Olympic,90,2,F,NA,NA,NA
F06,F,06,2,63,145,No,r,4,5,3,No,3,3.6,Nobel,81,5,F,NA,NA,NA
F06,F,06,2,66,130,No,r,2,1,10,No,15,NA,Olympic,77,6,F,NA,NA,NA
F06,F,06,3,NA,NA,No,r,2,3,3,Yes,14,3,Academy,65,2,F,NA,NA,NA
F06,F,06,4,67,123,Regular,r,1,1,0,No,14,3.29,Nobel,67,4,F,NA,NA,NA
F06,F,06,2,66,145,No,r,1,2,NA,No,4,3.75,Olympic,63,0,M,NA,NA,NA
F06,F,06,4,69,233,No,l,1,1,3,No,1,3.78,Nobel,72,0,M,NA,NA,NA
F06,F,06,2,76,189,No,r,3,2,5,No,6,3.3,Olympic,64,1,M,NA,NA,NA
F06,F,06,2,74,180,No,r,1,1,30,No,10,3.45,Olympic,69,0,M,NA,NA,NA
F06,F,06,2,74,195,No,r,4,2,14,No,4,2.7,Olympic,62,0,M,NA,NA,NA
F06,F,06,2,72,150,No,l,2,1,8,No,3,3.1,Nobel,62,0,M,NA,NA,NA
F06,F,06,1,71,145,No,r,3,3,19,No,5,NA,Olympic,72,0,M,NA,NA,NA
F06,F,06,2,67,115,No,r,2,1,0,No,1,3.87,NA,61,6,F,NA,NA,NA
F06,F,06,3,66,140,No,r,1,2,3,No,1,3.3,Olympic,74,2,F,NA,NA,NA
F06,F,06,2,64,120,No,r,1,1,20,Planning,2,2.9,Academy,71,2,F,NA,NA,NA
F06,F,06,2,65,137,Occasionally,r,0,1,10,No,10,3.3,Nobel,42,5,F,NA,NA,NA
F06,F,06,2,74,180,No,r,2,1,2,No,5,3,Nobel,88,0,M,NA,NA,NA
F06,F,06,1,65,145,No,l,1,1,10,No,5,NA,Olympic,66,3,F,NA,NA,NA
F06,F,06,2,70,150,No,r,2,3,2,No,7,3.4,Nobel,87,0,M,NA,NA,NA
F06,F,06,2,68,138,No,r,1,2,12,No,10,3.75,Nobel,77,4,F,NA,NA,NA
F06,F,06,2,65,136,No,r,3,1,6,No,2,3.5,Nobel,72,2,F,NA,NA,NA
F06,F,06,2,66,151,No,r,1,1,5,No,5,3.88,Nobel,80,2,F,NA,NA,NA
F06,F,06,1,66,160,No,r,3,3,4,No,4,NA,Nobel,74,3,F,NA,NA,NA
F06,F,06,4,68,190,No,r,0,1,2,No,2,3.2,Nobel,59,0,M,NA,NA,NA
F06,F,06,1,65,110,No,r,1,1,3,No,3,NA,Academy,79,2,F,NA,NA,NA
F06,F,06,1,64,125,No,r,1,1,5,No,6,NA,Olympic,85,2,F,NA,NA,NA
F06,F,06,2,68,135,No,r,1,2,6,Planning,4,3.48,Nobel,69,2,F,NA,NA,NA
F06,F,06,1,68,140,No,r,3,1,36,No,4,NA,Olympic,71,2,F,NA,NA,NA
F06,F,06,1,69,140,No,r,2,2,11,No,3,NA,Olympic,58,0,F,NA,NA,NA
F06,F,06,3,67,150,Regular,r,2,2,3,No,3,2.9,Olympic,66,0,M,NA,NA,NA
F06,F,06,NA,70,140,No,r,7,8,10,No,5,3.25,Nobel,73,0,M,NA,NA,NA
F06,F,06,1,69,280,No,r,1,1,14,No,14,NA,Olympic,62,0,M,NA,NA,NA
F06,F,06,3,70,140,Occasionally,r,2,3,10,No,0,3,NA,72,0,M,NA,NA,NA
F06,F,06,2,70,185,Regular,r,4,3,2,No,3,3.5,Nobel,83,0,M,NA,NA,NA
F06,F,06,1,NA,NA,No,r,1,1,3,No,6,NA,Nobel,NA,3,F,NA,NA,NA
F06,F,06,3,62,115,No,r,1,1,8,No,0,3,Nobel,50,6,F,NA,NA,NA
F06,F,06,2,63,113,No,r,5,2,0,No,4,3.4,Nobel,NA,3,F,NA,NA,NA
F06,F,06,1,77,175,No,r,1,1,20,No,12,NA,Olympic,75,0,M,NA,NA,NA
F06,F,06,1,54,140,No,l,2,2,5,No,3,NA,Olympic,NA,8,F,NA,NA,NA
F06,F,06,1,71,171,No,r,1,1,15,No,10,NA,Olympic,72,0,M,NA,NA,NA
F06,F,06,2,75,177,Occasionally,r,3,3,10,No,2,3.5,Nobel,80,0,M,NA,NA,NA
F06,F,06,2,74,210,No,l,3,3,20,Planning,14,2.75,Olympic,70,0,M,NA,NA,NA
F06,F,06,1,NA,NA,No,l,2,3,11,No,0,3.9,Nobel,NA,2,F,NA,NA,NA
F06,F,06,2,71,138,No,r,0,1,12,No,10,3.56,Nobel,NA,NA,M,NA,NA,NA
F06,F,06,2,NA,150,No,r,2,3,5,No,2,3.7,Olympic,NA,0,M,NA,NA,NA
F06,F,06,3,NA,NA,No,r,1,1,1,No,1,NA,Olympic,90,2,F,NA,NA,NA
F06,F,06,1,70,185,No,r,3,3,12,Planning,8,NA,Olympic,46,0,M,NA,NA,NA
F06,F,06,4,68,140,No,r,0,1,12,No,5,3.3,Nobel,58,4,F,NA,NA,NA
F06,F,06,1,NA,124,No,r,3,1,10,No,5,NA,Olympic,60,2,F,NA,NA,NA
F06,F,06,2,68,145,No,r,8,8,14,No,2,2.9,Nobel,70,2,F,NA,NA,NA
F06,F,06,2,71,138,No,r,0,1,12,No,10,3.56,Nobel,65,0,M,NA,NA,NA
F06,F,06,4,65,125,No,l,2,2,15,No,2,3.35,Olympic,54,8,F,NA,NA,NA
F06,F,06,1,66,118,No,r,2,1,5,No,5,NA,Academy,76,3,F,NA,NA,NA
F06,F,06,1,69,170,No,r,2,2,15,No,5,NA,Olympic,57,0,M,NA,NA,NA
F06,F,06,2,69,134,No,r,4,1,18,No,4,2.5,Olympic,46,0,M,NA,NA,NA
F06,F,06,1,64,115,Occasionally,r,3,2,10,No,10,NA,Olympic,73,4,F,NA,NA,NA
F06,F,06,2,NA,182,Occasionally,r,2,1,10,No,NA,2.6,Olympic,60,NA,M,NA,NA,NA
F06,F,06,1,70,170,No,r,3,4,8,No,6,NA,Nobel,40,0,M,NA,NA,NA
F06,F,06,2,67,150,No,r,1,2,14,No,0,NA,Olympic,68,3,F,NA,NA,NA
F06,F,06,2,70,165,No,r,1,1,12,No,2,3.5,Olympic,75,0,M,NA,NA,NA
F06,F,06,2,60,140,No,r,2,3,7,No,2,3.47,Nobel,75,2,F,NA,NA,NA
F06,F,06,2,60,145,No,r,1,2,10,Planning,5,3.25,Olympic,81,2,F,NA,NA,NA
F06,F,06,2,66,128,No,r,3,3,10,Planning,6,3.4,Academy,72,2,F,NA,NA,NA
F06,F,06,4,NA,122,No,r,2,3,NA,No,NA,3.78,Academy,NA,2,F,NA,NA,NA
F06,F,06,1,71,194,No,r,2,1,10,No,6,NA,Olympic,72,0,M,NA,NA,NA
F06,F,06,2,67,215,No,r,0,1,1,No,3,3.4,Nobel,63,4,F,NA,NA,NA
F06,F,06,2,66,140,No,r,1,1,15,No,4,3,Olympic,68,6,F,NA,NA,NA
F06,F,06,2,71,155,No,r,2,2,18,No,5,2.65,Olympic,73,0,M,NA,NA,NA
F06,F,06,2,68,130,No,l,3,3,3,No,9,3.5,Nobel,71,4,F,NA,NA,NA
F06,F,06,2,70,180,No,l,0,1,10,No,5,3.33,NA,78,7,F,NA,NA,NA
F06,F,06,3,70,165,No,l,1,1,3,No,15,2.97,Nobel,73,0,M,NA,NA,NA
F06,F,06,2,62,135,No,r,1,1,10,No,2,3.9,NA,76,0,F,NA,NA,NA
F06,F,06,2,62,115,No,r,1,2,27,No,2,3.4,Nobel,64,9,F,NA,NA,NA
F06,F,06,3,67,150,No,r,2,2,20,No,2,2.9,NA,69,0,M,NA,NA,NA
F06,F,06,2,69,198,No,l,1,2,11,Planning,10,2.9,Nobel,71,0,M,NA,NA,NA
F06,F,06,2,70,155,No,r,1,1,27,No,2,2.9,Olympic,72,0,M,NA,NA,NA
F06,F,06,2,63,160,No,l,1,1,1,No,4,3,Nobel,76,4,F,NA,NA,NA
F06,F,06,1,68,165,No,r,2,2,15,No,16,NA,NA,62,0,M,NA,NA,NA
F06,F,06,2,63,120,No,r,0,1,11,No,20,2.89,Olympic,60,6,F,NA,NA,NA
F06,F,06,2,66,120,No,r,1,1,5,Planning,8,3.5,Nobel,68,2,F,NA,NA,NA
F06,F,06,2,65,130,Regular,r,2,3,12,No,5,2.9,Olympic,65,2,F,NA,NA,NA
F06,F,06,3,66,130,No,r,3,3,4,No,15,3.2,Nobel,55,0,M,NA,NA,NA
F06,F,06,2,70,186,No,r,3,2,1,No,1,NA,Nobel,86,7,F,NA,NA,NA
F06,F,06,4,69,170,Occasionally,l,1,1,5,No,25,3.3,Nobel,70,0,M,NA,NA,NA
F06,F,06,3,68,135,No,r,1,1,10,Yes,5,3.2,Nobel,61,0,M,NA,NA,NA
F06,F,06,4,73,200,No,l,2,1,15,No,5,3,Olympic,57,0,M,NA,NA,NA
F06,F,06,1,65,125,No,r,0,1,8,No,2,NA,Nobel,62,0,F,NA,NA,NA
F06,F,06,1,66,130,No,r,3,2,12,No,6,NA,NA,56,2,F,NA,NA,NA
F06,F,06,1,68,165,No,r,2,2,23,No,4,NA,Olympic,67,4,F,NA,NA,NA
F06,F,06,1,68,155,NA,l,3,4,2,Planning,3,NA,Olympic,98,0,M,NA,NA,NA
F06,F,06,2,72,159,No,r,3,1,NA,No,NA,3.4,Olympic,56,2,F,NA,NA,NA
F06,F,06,2,72,155,No,r,2,1,10,No,4,3.15,Olympic,56,2,F,NA,NA,NA
F06,F,06,1,NA,NA,Occasionally,r,1,2,5,No,2,NA,Nobel,73,2,F,NA,NA,NA
F06,F,06,1,72,118,No,r,2,2,14,No,6,NA,Olympic,85,0,M,NA,NA,NA
F06,F,06,1,62,120,No,r,2,2,2,No,4,NA,Olympic,59,3,F,NA,NA,NA
F06,F,06,2,70,165,Occasionally,r,1,1,5,No,5,3.25,Olympic,70,0,M,NA,NA,NA
F06,F,06,1,71,200,No,r,1,1,14,No,7,NA,Nobel,61,0,M,NA,NA,NA
F06,F,06,1,67,140,No,r,4,1,11,No,4,NA,Olympic,78,2,F,NA,NA,NA
F06,F,06,1,63,118,No,r,0,1,NA,No,10,NA,Academy,92,6,F,NA,NA,NA
F06,F,06,1,74,180,No,r,1,2,NA,No,NA,NA,Nobel,48,0,M,NA,NA,NA
F06,F,06,1,72,175,No,r,1,1,18,Planning,2,NA,Olympic,64,0,M,NA,NA,NA
F06,F,06,1,71,180,No,r,1,2,24,No,2,NA,Olympic,76,0,M,NA,NA,NA
F06,F,06,2,72,195,No,r,2,3,10,No,10,3.1,Olympic,78,0,M,NA,NA,NA
F06,F,06,1,72,175,Occasionally,r,0,1,8,Planning,2,NA,Olympic,52,0,M,NA,NA,NA
F06,F,06,1,74,175,No,r,2,3,8,No,6,NA,Olympic,70,0,M,NA,NA,NA
F06,F,06,1,70,180,Occasionally,r,4,3,10,No,3,NA,Olympic,63,0,M,NA,NA,NA
F06,F,06,1,62,118,No,r,3,4,12,No,2,NA,Nobel,48,4,F,NA,NA,NA
F06,F,06,1,68,145,No,r,1,2,17,No,2,NA,Olympic,62,2,F,NA,NA,NA
F06,F,06,1,NA,186,No,r,1,1,2,No,2,NA,Olympic,59,0,M,NA,NA,NA
F06,F,06,1,73,225,No,r,0,1,7,No,3,NA,Olympic,68,0,M,NA,NA,NA
F06,F,06,1,70,215,No,r,1,1,20,No,1,NA,Olympic,58,0,M,NA,NA,NA
F06,F,06,2,69,230,No,r,0,1,20,No,6,2.9,Olympic,60,5,M,NA,NA,NA
F06,F,06,1,66,110,No,r,1,2,14,No,6,NA,Olympic,60,3,F,NA,NA,NA
S07,S,07,2,67,140,No,r,1,1,5,No,2,3.25,Olympic,80,0,M,NA,NA,NA
S07,S,07,1,71,172,No,r,1,1,14,No,2,2.82,Olympic,78,0,M,NA,NA,NA
S07,S,07,2,62,120,No,r,1,1,5,No,1,3.27,Nobel,84,2,F,NA,NA,NA
S07,S,07,1,65,130,No,r,2,2,14,No,3,3.57,Olympic,72,2,F,NA,NA,NA
S07,S,07,1,67,150,No,r,0,1,4,No,3,3.3,Nobel,85,2,F,NA,NA,NA
S07,S,07,3,68,140,No,r,1,2,10,No,3,2.5,Nobel,60,6,F,NA,NA,NA
S07,S,07,2,69,160,No,r,2,2,14,No,4,3.5,Olympic,65,0,M,NA,NA,NA
S07,S,07,2,70,155,No,r,1,2,12,No,5,3.33,Olympic,62,0,M,NA,NA,NA
